category,channel,etc,maker,nReview,nSold,options,price,productName,site_productID,updateDate,url
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71TYYdqzITL._AC_UL320_.jpg,,215,,,$37.64,Panasonic hair dryer Ioniti white EH-NE2A-W,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71FkxcPC52L._AC_UL320_.jpg,,639,,,$39.95,"Magnifeko 1875W Professional Hair Dryer with Diffuser Ionic Conditioning - Powerful, Fast Hairdryer Blow Dryer - 2 Speeds, 3 Heat Settings (Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WO2Nkw81L._AC_UL320_.jpg,,"4,349",,,$59.95,"BaBylissPRO BAB2000 Ceramix Xtreme Dryer, Black, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,,$79.99,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71vy46A5DRL._AC_UL320_.jpg,,810,,,"$19.99,$30.99","Conair 1875 Watt 3-in-1 Styling Hair Dryer; 3 Attachments to Detangle / Straighten / Volumize , Black/Silver",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71or0Xuv83L._AC_UL320_.jpg,,585,,,$27.42,"Andis 80480 1875-Watt Tourmaline Ceramic Ionic Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61hBIl6PoJL._AC_UL320_.jpg,,453,,,$18.99,"Beautural 1875W Hair Dryer with Stepless Airflow Speed Dial, Ionic Styling, 2 Heat Levels, Cool Airflow, and Concentrator & Diffuser Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71JhK58ysIL._AC_UL320_.jpg,,32,,,$39.99,"Hair Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,,247,,,"$28.50,$29.99","BaBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81wmOCTcTwL._AC_UL320_.jpg,,"5,941",,,"$17.84,$20.99","Remington D3190 Damage Protection Hair Dryer with Ceramic + Ionic + Tourmaline Technology, Purple",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51fzlrdt5DL._AC_UL320_.jpg,,108,,,$89.99,HOT TOOLS Professional 2000 Turbo Ionic Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51fa1b8UduL._AC_UL320_.jpg,,"1,104",,,"$15.94,$19.99",Revlon 1875W Volume Booster Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61evoUPJ6UL._AC_UL320_.jpg,,284,,,$139.93,DevaCurl DevaDryer; Ionic Hairdryer with Diffuser,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51WvgIP+DOL._AC_UL320_.jpg,,67,,,"$45.99,$64.99",Gold N Hot Professional Ionic Soft Bonnet Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61P8UEChzmL._AC_UL320_.jpg,,37,,,$29.99,"CHLANT 2000W Professional Salon Hair Dryer, Temperature Display Powerful Ionic Blow Dryer, 2 Speed 3 Heat Settings Quiet Hairdryer with Diffuser & 2 Concentrator Nozzles Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/713HM7k5lQL._AC_UL320_.jpg,,346,,,,Turbo Power Twin Turbo 2600 Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61l+GtnqYML._AC_UL320_.jpg,,295,,,$29.99,"DAN Technology D29 Compact Hair Dryer with Diffuser, Concentrator, Storage Bag, EU Plug Adapter and Folding Handle, 1200W Dual Voltage Hair Dryer, 125V-250V, ETL Certified",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ndJke05RL._AC_UL320_.jpg,,"3,257",,,"$15.79,$16.99",Conair 1600 Watt Compact Hair Dryer with Folding Handle; Dual Voltage Travel Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Ei9AVfQjL._AC_UL320_.jpg,,15,,,$14.96,"Bonnet Hair Dryer Attachment With Extra Long Hose For Hand Held Hair Dryer Adjustable Soft Bonnet with Headband Suitable for Hair Styling,Curling and Deep Conditioning Fits All Small or Big Heads",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,,$79.99,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71519hcDrcL._AC_UL320_.jpg,,28,,,$36.99,"Professional Hair Dryer Salon Performance AC Motor Ions Hair Blow Dryer/Styling Tool with 3 Heating and 2 Speed Cool Shot Button, 2 Concentrator (Black and Red)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61bUI2NzgrL._AC_UL320_.jpg,,"4,203",,,"$14.49,$21.99","Conair 1875 Watt Full Size Pro Hair Dryer with Ionic Conditioning, Black/Chrome",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41UANtF8Y0L._AC_UL320_.jpg,,72,,,$179.99,"BaBylissPRO BF7000 Rapido Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/811S5KYCE1L._AC_UL320_.jpg,,"3,136",,,"$12.60,$18.40","Command Bath Hair Dryer Holder With Water-Resistant Adhesive, Holds 3 lbs, 1 Holder, 2 Strips, BATH39-SN-ES",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41yvt+q9qiL._AC_UL320_.jpg,,151,,,$70.60,TURBO POWER Mega Turbo 2500 Professional Hair Dryer (Model: 311A),,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/617mwWz1MwL._AC_UL320_.jpg,,23,,,$30.99,"Hair Dryer, Barboz Professional Ionic Ceramic Blow Dryer with Comb Concentrator Attachment, Lightweight 1875 Watt Tourmaline Hair Dryers–Quiet Hairdryer,Silver & Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71uLIWTxBsL._AC_UL320_.jpg,,624,,,"$18.89,$33.62","Andis 40055 1600-Watt High Performance ProStyle Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51IINEeaHUL._AC_UL320_.jpg,,,,,$39.98,"SHRATE Ionic Hair Dryer, Professional Salon Negative Ions Hair Blow Dryer Powerful 1800W for Fast Drying with 3 Heating / 2 Speed/Cool Button, Constant Temperature Hair Care Without Damaging Hair",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71MO4vzbWpL._AC_UL320_.jpg,,37,,,$169.99,Neuro Paul Mitchell Dry Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/510bx8duR5L._AC_UL320_.jpg,,"6,854",,,"$9.06,$11.99","Revlon 1875W Compact And Lightweight Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61orPK+erSL._AC_UL320_.jpg,,81,,,$42.99,"Jackyshop Hair Dryer,Negative Ionic Salon Hair Blow Dryer with Diffuser & Concentrator 1800w Quick Drying,3 Temperature 2 Speed & 1 Cool Setting,Less Hair Damage,Light Weight Low Noise.",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71boKiP4OJL._AC_UL320_.jpg,,141,,,"$24.99,$26.99",Conair 1875 Watt Velvet Touch Hair Dryer; Red,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61GhoOxqhzL._AC_UL320_.jpg,,657,,,$18.79,"Conair 1875W Double Ceramic Hair Dryer, White/ Rose Gold, Pack of 1",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71u8Sa4cs2L._AC_UL320_.jpg,,18,,,$250.00,T3 Micro Featherweight 3i Professional Ionic Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/31EPOJ8SoYL._AC_UL320_.jpg,,74,,,"$11.91,$44.99","Andis 33495 1600-Watt Wall Mounted HangUp Hair Dryer with Night Light, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/7164oZSI-iL._AC_UL320_.jpg,,"1,899",,,$13.49,Conair 1875 Watt Cord-Keeper Hair Dryer; Pink,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61y2v-nn-+L._AC_UL320_.jpg,,86,,,$42.99,"Ionic Hair Dryer 1800W Professional Salon Negative Ionic Hair Blow Dryer with 3 Heat Settings, 2 Speed & One Cool Settings,2 Concentrator Nozzles and 1 Diffuser, Fast Drying Blow Dryer for Home, Salon",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51NS9Ugjy2L._AC_UL320_.jpg,,172,,,$27.19,"1875W Professional Ionic Salon Hair Dryer, AC Motor Light Weight Hair Blow Dryer",,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71IS6Ef2ZAL._AC_UL320_.jpg,,227,,,"$66.99,$79.99","Panasonic Compact Hair Dryer with Nanoe Technology for Smoother, Shinier Hair, includes Quick-Dry Nozzle and Folding Handle for Travel, EH-NA27-K",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81K003FLKRL._AC_UL320_.jpg,,54,,,$44.95,Silk Factor Professional Hairdryer Salon Quality Ionic Blow Dryer with Diffuser Comb Attachment | Supersonic Portable Travel Hair Dryer Hair Tools 1875 Watt Hot Tools 2 Speeds + 3 Heat Settings,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61liHZ7f36L._AC_UL320_.jpg,,619,,,$37.99,"Professional Salon Hair Dryer, CONFU 1875 Watt Negative Ionic Fast Drying Blow Dryer, AC Motor Low Noise Hair Blow Dryer with Diffuser & 2 Concentrator Nozzles",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81dAdXMrsGL._AC_UL320_.jpg,,26,,,$117.17,"Turbo Power Twin Turbo 3200 + Plus Matte Black 324, Black, Professional Hair Dryer",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71zhDSMrq7L._AC_UL320_.jpg,,"1,699",,,$21.22,"Conair 1875W compact Hair Dryer With Folding Handle, Dual Voltage Travel Hair Dryer, Black - amazon Exclusive",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51X7EZaSpAL._AC_UL320_.jpg,,329,,,$27.12,Revlon 1875W Lightweight + Fast Dry Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/614P5F5BCGL._AC_UL320_.jpg,,921,,,$12.65,Universal Collapsible Hair Dryer Diffuser - Travel and Easy Storage - Fit Most of Hair Dryers-Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/516qxIAv7hL._AC_UL320_.jpg,,63,,,$176.00,"Parlux Power-Light Ionic & Ceramic Hair Dryer, No.385 Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61J+99zcMoL._AC_UL320_.jpg,,"3,055",,,"$24.94,$34.99",INFINITIPRO BY CONAIR 1875 Watt Salon Performance AC Motor Styling Tool/Hair Dryer; Orange,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81tJsJOd8gL._AC_UL320_.jpg,,"1,198",,,$14.99,BaBylissPRO BABNTD3 Nano Titanium Universal Finger Diffuser,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71MQt+bErIL._AC_UL320_.jpg,,"1,251",,,"$29.80,$35.06","KIPOZI 1875W Hair Dryer, Nano Ionic Blow Dryer Professional Salon Hair Blow Dryer Lightweight Fast Dry Low Noise, with Concentrator, Diffuser, 2 Speed and 3 Heat Settings",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41J4L2-9S0L._AC_UL320_.jpg,,880,,,$89.99,"BaBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71irN5my56L._AC_UL320_.jpg,,4,,,$37.99,"Ionic Hair Dryer, UBEGOOD 2000W Powerful Blow Dryer for Fast Drying, Negative Ion Hair Care Dryer with 3 Heat Settings & 2 Speed, Contain 2 Nozzles and 1 Diffuser",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51lCHK5G9wL._AC_UL320_.jpg,,41,,,"$13.99,$14.99",Collapsible Hair Dryer Diffuser Attachment - Lightweight Portable with Travel Bag,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61BWWzZ3qUL._AC_UL320_.jpg,,227,,,,Revlon 1875-Watt Toumaline Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41my-vSBPGL._AC_UL320_.jpg,,126,,,$43.85,"Hair Dryer, Professional Ionic Blow Dryer, Salon 2200 watt Ceramic Tourmaline Quiet Hairdryer with 2 Concentrator Nozzle Attachments - Best Soft Touch Body/Secret red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61m3+Kqs80L._AC_UL320_.jpg,,218,,,"$26.22,$27.99",Revlon Lightweight Quiet Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51whAl085LL._AC_UL320_.jpg,,"3,683",,,$56.85,"Professional Ionic Salon Hair Dryer, Powerful 2200 watt Ceramic Tourmaline Blow Dryer, Pro Ion quiet Hairdryer with 2 Concentrator Nozzle Attachments - Best Soft Touch Body/Black& Rose Gold",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/712p4ydixXL._AC_UL320_.jpg,,330,,,"$25.44,$37.99","Andis 30135 1600-Watt Quiet Wall Mounted HangUp Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Ap7e4s5iL._AC_UL320_.jpg,,"2,656",,,"$15.98,$16.99","Conair 1875 Watt Mid-Size Styler Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41J4L2-9S0L._AC_UL320_.jpg,,880,,,$89.99,"BaBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61i5LOX1N5L._AC_UL320_.jpg,,582,,,"$15.89,$21.96","Soft Bonnet hooded hair dryer Attachment for Natural Curly Textured Hair Care| Drying,Styling,Curling,Deep Conditioning Mask Cap| Upgraded Soft Adjustable Large hooded bonnet for Hand Held hair Dryer",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/916P7mVt6fL._AC_UL320_.jpg,,8,,,"$3.99,$10.00",Carry This?  Up That? ....hiking the Appalachian Trail.....with no hair dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/610e3MseSpL._AC_UL320_.jpg,,7,,,"$89.99,$139.99","FHI HEAT Platform Nano Lite Pro 1900 Turbo Tourmaline Ceramic Hair Dryer, Grey Chrome",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61rvzdb4FcL._AC_UL320_.jpg,,6,,,$35.99,"Ionic Hair Dryer，Highry 1800W Fast Drying Low Radiation Professional Salon Hair Dryer, Come with Diffuser and Two Concentrator Nozzle, 3 Heating and 2 Speed Cool Shot Button, Suit for Home, Salon Use",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,,$79.99,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51zhzRB51FL._AC_UL320_.jpg,,"3,017",,,$15.39,Revlon 1875W Volumizing Turbo Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/715yjII-mzL._AC_UL320_.jpg,,197,,,$30.00,T3 Micro SoftTouch Hair Dryer Diffuser,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WFt3pAZsL._AC_UL320_.jpg,,"2,242",,,$79.99,"BaBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71vQSPy6oUL._AC_UL320_.jpg,,"1,023",,,$9.13,Conair Volumizing Diffuser,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61DsYLhgKzL._AC_UL320_.jpg,,518,,,"$40.98,$69.99","INFINITIPRO BY CONAIR 3Q Compact Electronic Brushless Motor Styling Tool/Hair Dryer, Pink",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ZOJLm-0sL._AC_UL320_.jpg,,405,,,$14.49,Conair 1875 Watt Turbo Hair Dryer; Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71Rx2eTiaEL._AC_UL320_.jpg,,"1,047",,,"$28.79,$31.99","Andis 30975 1600-Watt QuietTurbo Wall Mounted HangUp Hair Dryer with Night Light, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41qJQeZDj5L._AC_UL320_.jpg,,"1,792",,,$389.99,"Dyson Supersonic Hair Dryer, Iron/Fuchsia, 1200W",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51cSPlIYKiL._AC_UL320_.jpg,,1,,,$30.00,"T3 Micro T3 - SoftTouch 3 Diffuser for T3 Featherweight 3i Dryer | Volumizing Hair Diffuser for Curl Defining and Hair Styling | Anti-Frizz for Smooth and Shiny Curls, 1 ct.",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61ztqsENXNL._AC_UL320_.jpg,,26,,,$39.98,"Paubea Radiation Free Hair Dryer - Folding Low Noise Small Ionic Infrared Ceramic Blow Dryer, Best for Kids, Pregnancy, Short Hair, 1200W",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/916E-xQrykL._AC_UL320_.jpg,,491,,,$24.97,"Remington D5951 Ultimate Frizz Control Hair Dryer with Ionic and Ceramic Technology, Black & Gold Glitter",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41ZX0-1qCoL._AC_UL320_.jpg,,247,,,$38.24,"Ovente Powerful Hair Dryer 2200 Watts with 2 Variable Speed and 3 Heat Setting, Ceramic Coated with Ionic, Tourmaline Technology and Cool Shot Button, Lightweight and Compact, Red and Black (3600)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81VSLbX2pxL._AC_UL320_.jpg,,414,,,$39.99,"BaBylissPRO BABR5572 Ceramix Xtreme Dryer, Red, 2000 watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71L258WcqPL._AC_UL320_.jpg,,96,,,$37.99,"Ionic Hair Dryer, LARMHOI 2000W Professional Salon Negative Ionic Hair Blow Dryer with 3 Heat Settings, 2 Speed & One Cool Settings,2 Concentrator Nozzles, Fast Drying Blow Dryer for Home, Salon Use",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71Nu8hiv3lL._AC_UL320_.jpg,,16,,,$19.99,"Professional Hair Dryer By GOZYE,1875W Ceramic Tourmaline Negative Ion Anti-frizz Extra-Fast Far Infrared Blow dryer with Quiet Salon-Grade Motor",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71vvsuo4bFL._AC_UL320_.jpg,,321,,,"$27.88,$34.24","INFINITIPRO BY CONAIR 1875 Watt AC Motor Pro Hair Dryer, Black / Rose Gold",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61ShVelKXEL._AC_UL320_.jpg,,"1,959",,,$28.99,"JINRI 1875W Professional Salon Grade Hair Dryer,DC Motor Negative Ionic Blow Dryer with 2 Speed 3 Heat Settings Cool Button,Concentrator & Diffuser Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71Ltupwy3YL._AC_UL320_.jpg,,6,,,$209.00,"Epic Lite Negative Ionic Hair Dryer, Pro Ceramic Honeycomb Blow Dryer with Diffuser Concentrator for Fast Drying, AC Motor, Lightweight, Prevent Hair Loss Overheating, Repair Damaged Hair, Anti-Frizz",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/31XI94b+YqL._AC_UL320_.jpg,,6,,,$99.00,"ghd Flight Travel Hairdryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ZFHU2RVIL._AC_UL320_.jpg,,30,,,"$51.25,$54.92","CHI 1875 Series Hair Dryer Powerful Dc Motor Compact Design, shiny, Frizz-free Hair",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51LmAd2SLtL._AC_UL320_.jpg,,75,,,$37.06,"KIPOZI 1875W Professional Hair Dryer, Nano Ionic Fast Dry Hair Blow dryer with Diffuser and Concentrator, 2 Speed 3 Heat Cool Shot Setting, Low Noise hair blower, Lightweight",,,
